,item_id,Wrong_S,Right_S,category,Wrong_W,Right_W,loc,difficulty,reason
702,703,"""아무리 해도 안되면 포기해야지."""," ""아무리 해도 안 되면 포기해야지.""",2," ""안되면"""," ""안 되면"""," ""아무리 해도 [안 되면] 포기해야지.""",1," '안되다'는 동사나 형용사로 쓰이며, ""일, 현상, 물건 따위가 좋게 이루어지지 않다"" 또는 ""사람이 훌륭하게 되지 못하다""라는 뜻입니다. 따라서 위와 같은 경우에는 '안 돼'라고 써야 합니다."
703,704,"""그건 절대 안된다고 했잖아."""," ""그건 절대 안 된다고 했잖아.""",2," ""안된다"""," ""안 된다"""," ""그건 절대 [안 된다]고 했잖아.""",1," '안되다'는 동사나 형용사로 쓰이며, ""일, 현상, 물건 따위가 좋게 이루어지지 않다"" 또는 ""사람이 훌륭하게 되지 못하다""라는 뜻입니다. 따라서 위와 같은 경우에는 '안 돼'라고 써야 합니다."
704,705,"""지난 주말에는 비가 올 것 같더니 결국 않 왔다."""," ""지난 주말에는 비가 올 것 같더니 결국 안 왔다.""",0," ""않"""," ""안"""," ""지난 주말에는 비가 올 것 같더니 결국 [안] 왔다.""",1,"안'은 '아니'의 준말이고, '않-'은 어간 '아니하-'의 준말"
705,706,"""그가 오든 않 오든 우리는 떠날 것이다."""," ""그가 오든 안 오든 우리는 떠날 것이다.""",0," ""않"""," ""안"""," ""그가 오든 [안] 오든 우리는 떠날 것이다.""",1,"않'은 혼자 쓰일 수 없으며, 뒤에 '는다', '았다' 등의 어미가 붙어야 합니다."
706,707,"""너무 무리하는 건 나중에 몸에 안되."""," ""너무 무리하는 건 나중에 몸에 안돼.""",0," ""안되"""," ""안돼"""," ""너무 무리하는 건 나중에 몸에 [안돼].""",2," '안되다'는 동사나 형용사로 쓰이며, ""일, 현상, 물건 따위가 좋게 이루어지지 않다"" 또는 ""사람이 훌륭하게 되지 못하다""라는 뜻입니다. 따라서 위와 같은 경우에는 '안 돼'라고 써야 합니다."
707,708,"""그렇게 해서 일이 제대로 안 돼면 어쩌지?"""," ""그렇게 해서 일이 제대로 안 되면 어쩌지?""",0," ""안 돼면"""," ""안 되면"""," ""그렇게 해서 일이 제대로 [안 되면] 어쩌지?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
708,709,"""그렇게 하면 않 되나요?"""," ""그렇게 하면 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""그렇게 하면 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
709,710,"""이런 상황에서도 가만히 있으면 않 되나요?"""," ""이런 상황에서도 가만히 있으면 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""이런 상황에서도 가만히 있으면 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
710,711,"""결정을 내리지 않으면 않 되나요?"""," ""결정을 내리지 않으면 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""결정을 내리지 않으면 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
711,712,"""그렇게 해서는 일 처리가 않 되나요?"""," ""그렇게 해서는 일 처리가 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""그렇게 해서는 일 처리가 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
712,713,"""이 방법으로는 성공이 않 되나요?"""," ""이 방법으로는 성공이 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""이 방법으로는 성공이 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
713,714,"""팀 프로젝트가 예상대로 않 되나요?"""," ""팀 프로젝트가 예상대로 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""팀 프로젝트가 예상대로 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
714,715,"""이번 시도도 역시 않 되나요?"""," ""이번 시도도 역시 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""이번 시도도 역시 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
715,716,"""기계가 제대로 작동이 않 되나요?"""," ""기계가 제대로 작동이 안 되나요?""",0," ""않 되나요"""," ""안 되나요"""," ""기계가 제대로 작동이 [안 되나요]?""",2," '안'은 부정문에 쓰이는 부사이고, '않'은 동사나 형용사 아래에 붙어 부정의 뜻을 더하는 보조용언 '아니하-'의 준말이다. 따라서 '안 되나요?'는 '되지 아니하나요?'로 풀어 쓸 수 있으므로 맞는 표현이다."
716,717,"""그 문제는 진짜 안밖으로 해결하기 어려운 것 같아."""," ""그 문제는 진짜 안팎으로 해결하기 어려운 것 같아.""",0," ""안밖"""," ""안팎"""," ""그 문제는 진짜 [안팎]으로 해결하기 어려운 것 같아.""",2," ‘안팎’은 명사로 쓰일 때는 ‘안과 밖’이라는 뜻이고, 부사로 쓰일 때는 ‘일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일’이란 뜻이다."
717,718,"""시험 성적이 안밖으로 기대 이하였어."""," ""시험 성적이 안팎으로 기대 이하였어.""",0," ""안밖"""," ""안팎"""," ""시험 성적이 [안팎]으로 기대 이하였어.""",2," ‘안팎’은 명사로 쓰일 때는 ‘안과 밖’이라는 뜻이고, 부사로 쓰일 때는 ‘일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일’이란 뜻이다."
718,719,"""선생님이 안밖으로 신경써서 준비했대."""," ""선생님이 안팎으로 신경써서 준비했대.""",0," ""안밖"""," ""안팎"""," ""선생님이 [안팎]으로 신경써서 준비했대.""",2," ‘안팎’은 명사로 쓰일 때는 ‘안과 밖’이라는 뜻이고, 부사로 쓰일 때는 ‘일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일’이란 뜻이다."
719,720,"""겨울에는 안밖의 온도 차이가 커서 적응하기 힘들어."""," ""겨울에는 안팎의 온도 차이가 커서 적응하기 힘들어.""",0," ""안밖"""," ""안팎"""," ""겨울에는 [안팎]의 온도 차이가 커서 적응하기 힘들어.""",2," ‘안팎’은 명사로 쓰일 때는 ‘안과 밖’이라는 뜻이고, 부사로 쓰일 때는 ‘일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일’이란 뜻이다."
720,721,"""그는 안밖의 모든 상황을 파악하고 있었다."""," ""그는 안팎의 모든 상황을 파악하고 있었다.""",0," ""안밖"""," ""안팎"""," ""그는 [안팎]의 모든 상황을 파악하고 있었다.""",2," ‘안팎’은 명사로 쓰일 때는 ‘안과 밖’이라는 뜻이고, 부사로 쓰일 때는 ‘일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일’이란 뜻이다."
721,722,"""나무의 안밖을 매끄럽게 다듬었다."""," ""나무의 안팎을 매끄럽게 다듬었다.""",0," ""안밖"""," ""안팎"""," ""나무의 [안팎]을 매끄럽게 다듬었다.""",2," ‘안팎’은 명사로 쓰일 때는 ‘안과 밖’이라는 뜻이고, 부사로 쓰일 때는 ‘일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일’이란 뜻이다."
722,723,"""새로 산 구두가 발에 알베껴서 아프다."""," ""새로 산 구두가 발에 알배겨서 아프다.""",0," ""알베겨서"""," ""알배겨서"""," ""새로 산 구두가 발에 [알배겨서] 아프다.""",3, '알'과 '배기다'가 결합한 합성어로 볼 수 있다. 따라서 '알배기다'와 같이 쓰지 않고 '알배기다'와 같이 쓴다.
723,724,"""농사를 짓다가 허리가 알베겨서 힘들다."""," ""농사를 짓다가 허리가 알배겨서 힘들다.""",0," ""알베겨서"""," ""알배겨서"""," ""농사를 짓다가 허리가 [알배겨서] 힘들다.""",3, '알'과 '배기다'가 결합한 합성어로 볼 수 있다. 따라서 '알배기다'와 같이 쓰지 않고 '알배기다'와 같이 쓴다.
724,725,"""오래 앉아 있어서 다리에 알베겼다."""," ""오래 앉아 있어서 다리에 알배겼다.""",0," ""알베겼다"""," ""알배겼다"""," ""오래 앉아 있어서 다리에 [알배겼다].""",3, '알'과 '배기다'가 결합한 합성어로 볼 수 있다. 따라서 '알배기다'와 같이 쓰지 않고 '알배기다'와 같이 쓴다.
725,726,"""애시당초 그 계획은 무리였어."""," ""애당초 그 계획은 무리였어.""",0," ""애시당초"""," ""애당초"""," ""[애당초] 그 계획은 무리였어.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
726,727,"""애시당초 약속하지 말았어야 했어."""," ""애당초 약속하지 말았어야 했어.""",0," ""애시당초"""," ""애당초"""," ""[애당초] 약속하지 말았어야 했어.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
727,728,"""그렇게 할 거면 애시당초 말하지 말았어야지."""," ""그렇게 할 거면 애당초 말하지 말았어야지.""",0," ""애시당초"""," ""애당초"""," ""그렇게 할 거면 [애당초] 말하지 말았어야지.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
728,729,"""애시당초 나는 그 일을 할 생각이 없었어."""," ""애당초 나는 그 일을 할 생각이 없었어.""",0," ""애시당초"""," ""애당초"""," ""[애당초] 나는 그 일을 할 생각이 없었어.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
729,730,"""애시당초 계획대로 일이 진행되지 않았다."""," ""애당초 계획대로 일이 진행되지 않았다.""",0," ""애시당초"""," ""애당초"""," ""[애당초] 계획대로 일이 진행되지 않았다.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
730,731,"""애시당초부터 우리는 함께 일하지 않기로 했다."""," ""애당초부터 우리는 함께 일하지 않기로 했다.""",0," ""애시당초"""," ""애당초"""," ""[애당초]부터 우리는 함께 일하지 않기로 했다.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
731,732,"""애시당초 잘못된 방법이었다."""," ""애당초 잘못된 방법이었다.""",0," ""애시당초"""," ""애당초"""," ""[애당초] 잘못된 방법이었다.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
732,733,"""애시당초부터 의도가 불순했다."""," ""애당초부터 의도가 불순했다.""",0," ""애시당초"""," ""애당초"""," ""[애당초]부터 의도가 불순했다.""",3,"애당초는 처음부터, 애초에라는 표현이며, 애시당초는 표준어가 아닙니다."
733,734,"""그 소녀는 애띠어 보였다."""," ""그 소녀는 앳돼 보였다.""",0," ""애때"""," ""앳돼"""," ""그 소녀는 [앳돼] 보였다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
734,735,"""그의 얼굴은 여전히 애띠어 보였다."""," ""그의 얼굴은 여전히 앳돼 보였다.""",0," ""애때"""," ""앳돼"""," ""그의 얼굴은 여전히 [앳돼] 보였다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
735,736,"""그녀의 미소는 애띠어 보였다."""," ""그녀의 미소는 앳돼 보였다.""",0," ""애때"""," ""앳돼"""," ""그녀의 미소는 [앳돼] 보였다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
736,737,"""영화 속 주인공의 모습이 참 애띠게 느껴져."""," ""영화 속 주인공의 모습이 참 앳되게 느껴져.""",0," ""애띠게"""," ""앳되게"""," ""영화 속 주인공의 모습이 참 [앳되게] 느껴져.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
737,738,"""그 아이는 참 애띠게 생겼다."""," ""그 아이는 참 앳되게 생겼다.""",0," ""애띠게"""," ""앳되게"""," ""그 아이는 참 [앳되게] 생겼다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
738,739,"""엄마는 내가 여전히 애띠다고 말씀하셨다."""," ""엄마는 내가 여전히 앳되다고 말씀하셨다.""",0,"""애띠다고"""," ""앳되다고"""," ""엄마는 내가 여전히 [앳되다고] 말씀하셨다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
739,740,"""그 아이는 조금 애띠어 보여."""," ""그 아이는 조금 앳되어 보여.""",0," ""애때어"""," ""앳되어"""," ""그 아이는 조금 [앳되어] 보여.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
740,741,"""그의 얼굴은 언제나 애띠었어."""," ""그의 얼굴은 언제나 앳되었어.""",0," ""애띠었어"""," ""앳되었어"""," ""그의 얼굴은 언제나 [앳되었어].""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
741,742,"""애띤 얼굴에 미소를 띠고 있다."""," ""앳된 얼굴에 미소를 띠고 있다.""",1," ""애띤"""," ""앳된"""," ""[앳된] 얼굴에 미소를 띠고 있다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
742,743,"""그녀는 나이에 비해 애띤 목소리를 가졌다."""," ""그녀는 나이에 비해 앳된 목소리를 가졌다.""",1," ""애띤"""," ""앳된"""," ""그녀는 나이에 비해 [앳된] 목소리를 가졌다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
743,744,"""애띤 시절의 사진을 보고 웃음이 났다."""," ""앳된 시절의 사진을 보고 웃음이 났다.""",1," ""애띤"""," ""앳된"""," ""[앳된] 시절의 사진을 보고 웃음이 났다.""",3,애띠다는 '앳되고 어리다'는 뜻이다. 하지만 이 단어는 표준어가 아니다.
744,745,"""그 문제에 대한 예기를 들어봐."""," ""그 문제에 대한 얘기를 들어봐.""",0," ""예기"""," ""얘기"""," ""그 문제에 대한 [얘기]를 들어봐.""",2,예기'가 아니라 '얘기'가 맞는 표현이다.
745,746,"""회식 때 재밌는 예기를 많이 나눴어."""," ""회식 때 재밌는 얘기를 많이 나눴어.""",0," ""예기"""," ""얘기"""," ""회식 때 재밌는 [얘기]를 많이 나눴어.""",2,예기'가 아니라 '얘기'가 맞는 표현이다.
746,747,"""어따 대고 그런 말을 하는 거야?"""," ""얻다 대고 그런 말을 하는 거야?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 그런 말을 하는 거야?""",3," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
747,748,"""어따 대고 소리를 질러?"""," ""얻다 대고 소리를 질러?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 소리를 질러?""",3," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
748,749,"""어따 대고 반항하는 거지?"""," ""얻다 대고 반항하는 거지?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 반항하는 거지?""",3," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
749,750,"""어따 대고 따지는 거야?"""," ""얻다 대고 따지는 거야?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 따지는 거야?""",3," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
750,751,"""어따 대고 불만을 터뜨려?"""," ""얻다 대고 불만을 터뜨려?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 불만을 터뜨려?""",3," '얻다'는 '어디에다'가 줄어든 말로, 반어적인 의문문에 쓰여 못마땅한 행동이나 대상에 대한 비난의 뜻을 나타낸다."
751,752,"""어떻해야 할지 모르겠어."""," ""어떻게 해야 할지 모르겠어.""",0," ""어떻해"""," ""어떻게"""," ""[어떻게] 해야 할지 모르겠어.""",3," '어떻게'는 '어떠하다'가 줄어든 '어떻다'에 어미 '-게'가 결합하여 부사적으로 쓰이는 말이며, '어떡해'는 '어떻게 해'라는 구(句)가 줄어든 말입니다. "
752,753,"""이 상황에서 어떻해 행동해야 할지 판단이 서지 않아."""," ""이 상황에서 어떻게 행동해야 할지 판단이 서지 않아.""",0," ""어떻해"""," ""어떻게"""," ""이 상황에서 [어떻게] 행동해야 할지 판단이 서지 않아.""",3," '어떻게'는 '어떠하다'가 줄어든 '어떻다'에 어미 '-게'가 결합하여 부사적으로 쓰이는 말이며, '어떡해'는 '어떻게 해'라는 구(句)가 줄어든 말입니다. "
753,754,"""어떻해 그런 결정에 도달했는지 궁금하다."""," ""어떻게 그런 결정에 도달했는지 궁금하다.""",0," ""어떻해"""," ""어떻게"""," ""[어떻게] 그런 결정에 도달했는지 궁금하다.""",3," '어떻게'는 '어떠하다'가 줄어든 '어떻다'에 어미 '-게'가 결합하여 부사적으로 쓰이는 말이며, '어떡해'는 '어떻게 해'라는 구(句)가 줄어든 말입니다. "
754,755,"""이건 완전히 어의없는 상황이야."""," ""이건 완전히 어이없는 상황이야.""",0," ""어의없는"""," ""어이없는"""," ""이건 완전히 [어이없는] 상황이야.""",2," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
755,756,"""그의 설명은 어의없는 변명이었다."""," ""그의 설명은 어이없는 변명이었다.""",0," ""어의없는"""," ""어이없는"""," ""그의 설명은 [어이없는] 변명이었다.""",2," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
756,757,"""그 소식은 진짜 어의없다."""," ""그 소식은 진짜 어이없다.""",0," ""어의없다"""," ""어이없다"""," ""그 소식은 진짜 [어이없다].""",2," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
757,758,"""그 소식은 진짜 어의없다."""," ""그 소식은 진짜 어이없다.""",0," ""어의없다"""," ""어이없다"""," ""그 소식은 진짜 [어이없다].""",2," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
758,759,"""아침에 일어난 일은 정말 어의없어서 웃음이 나왔다."""," ""아침에 일어난 일은 정말 어이없어서 웃음이 나왔다.""",0," ""어의없어서"""," ""어이없어서"""," ""아침에 일어난 일은 정말 [어이없어서] 웃음이 나왔다.""",2," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
759,760,"""어제 본 영화는 어의없을 정도로 엉망이었어."""," ""어제 본 영화는 어이없을 정도로 엉망이었어.""",0," ""어의없을"""," ""어이없을"""," ""어제 본 영화는 [어이없을] 정도로 엉망이었어.""",2," '어의'는 임금님의 병을 치료하던 의원을 뜻하며, '어이'는 어처구니와 같은 말로 생각 밖의 엄청나게 큰 사람이나 사물을 뜻한다."
760,761,"""그 팀은 이번 프로젝트에서 어중뜨게 작업을 하고 있다."""," ""그 팀은 이번 프로젝트에서 어정뜨게 작업을 하고 있다.""",1," ""어중뜨게"""," ""어정뜨게"""," ""그 팀은 이번 프로젝트에서 [어정뜨게] 작업을 하고 있다.""",4, ‘어정뜨다’는 ‘일정한 주견이나 줏대 없이 이리저리 갈팡질팡하다’라는 뜻이다.
761,762,"""혼자 다니면 어중뜬 기분이 들어."""," ""혼자 다니면 어정뜬 기분이 들어.""",1," ""어중뜬"""," ""어정뜬"""," ""혼자 다니면 [어정뜬] 기분이 들어.""",4, ‘어정뜨다’는 ‘일정한 주견이나 줏대 없이 이리저리 갈팡질팡하다’라는 뜻이다.
762,763,"""그는 어줍잖게 행동한다."""," ""그는 어쭙잖게 행동한다.""",0," ""어줍잖게"""," ""어쭙잖게"""," ""그는 [어쭙잖게] 행동한다.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
763,764,"""그의 지식은 어줍잖기 그지없다."""," ""그의 지식은 어쭙잖기 그지없다.""",0," ""어줍잖기"""," ""어쭙잖기"""," ""그의 지식은 [어쭙잖기] 그지없다.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
764,765,"""그의 계획은 어줍잖기 짝이 없다."""," ""그의 계획은 어쭙잖기 짝이 없다.""",0," ""어줍잖기"""," ""어쭙잖기"""," ""그의 계획은 [어쭙잖기] 짝이 없다.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
765,766,"""그녀의 의견이 어줍잖아서 논의가 제대로 이루어지지 않았다."""," ""그녀의 의견이 어쭙잖아서 논의가 제대로 이루어지지 않았다.""",0," ""어줍잖아서"""," ""어쭙잖아서"""," ""그녀의 의견이 [어쭙잖아서] 논의가 제대로 이루어지지 않았다.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
766,767,"""어줍잖은 대답은 듣기 싫어."""," ""어쭙잖은 대답은 듣기 싫어.""",0," ""어줍잖은"""," ""어쭙잖은"""," ""[어쭙잖은] 대답은 듣기 싫어.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
767,768,"""어줍잖은 조언은 필요 없어."""," ""어쭙잖은 조언은 필요 없어.""",0," ""어줍잖은"""," ""어쭙잖은"""," ""[어쭙잖은] 조언은 필요 없어.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
768,769,"""그는 어줍잖은 농담을 했다."""," ""그는 어쭙잖은 농담을 했다.""",0," ""어줍잖은"""," ""어쭙잖은"""," ""그는 [어쭙잖은] 농담을 했다.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
769,770,"""어줍잖은 소문이 돌았다."""," ""어쭙잖은 소문이 돌았다.""",0," ""어줍잖은"""," ""어쭙잖은"""," ""[어쭙잖은] 소문이 돌았다.""",4," ‘어쭙잖다""는 ""어줍다"" + ""잖다""가 아닌, ""어쭙다"" + ""-잖다""의 형태로 이루어진 말이다."
770,771,"""여기 언덕빼기에서 사진 찍자."""," ""여기 언덕배기에서 사진 찍자.""",0," ""언덕빼기"""," ""언덕배기"""," ""[언덕배기]에서 사진 찍자.""",3," '언덕배기'는 비탈진 언덕의 꼭대기를 의미하는 말로, '언덕바지'와 동의어이다."
771,772,"""언덕빼기를 올라가면 풍경이 좋아."""," ""언덕배기를 올라가면 풍경이 좋아.""",0," ""언덕빼기"""," ""언덕배기"""," ""[언덕배기]를 올라가면 풍경이 좋아.""",3," '언덕배기'는 비탈진 언덕의 꼭대기를 의미하는 말로, '언덕바지'와 동의어이다."
772,773,"""언덕빼기 길에 있는 나무가 인상적이야."""," ""언덕배기 길에 있는 나무가 인상적이야.""",0," ""언덕빼기"""," ""언덕배기"""," ""[언덕배기] 길에 있는 나무가 인상적이야.""",3," '언덕배기'는 비탈진 언덕의 꼭대기를 의미하는 말로, '언덕바지'와 동의어이다."
773,774,"""어따 대고 나한테 이런 말을 해?"""," ""얻다 대고 나한테 이런 말을 해?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 나한테 이런 말을 해?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
774,775,"""괜히 어따 대고 화를 낸 거야?"""," ""괜히 얻다 대고 화를 낸 거야?""",0," ""어따 대고"""," ""얻다 대고"""," ""괜히 [얻다 대고] 화를 낸 거야?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
775,776,"""어따 대고 날 무시해!"""," ""얻다 대고 날 무시해!""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 날 무시해!""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
776,777,"""어따 대고 그런 소리를 해?"""," ""얻다 대고 그런 소리를 해?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 그런 소리를 해?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
777,778,"""어따 대고 이럴 수가 있어?"""," ""얻다 대고 이럴 수가 있어?""",0," ""어따 대고"""," ""얻다 대고"""," ""[얻다 대고] 이럴 수가 있어?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
778,779,"""이 정보를 어따 대고 저장해야 하는지 모르겠어."""," ""이 정보를 얻다 대고 저장해야 하는지 모르겠어.""",0," ""어따 대고"""," ""얻다 대고"""," ""이 정보를 [얻다 대고] 저장해야 하는지 모르겠어.""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
779,780,"""물건을 어따 두었니?"""," ""물건을 얻다 두었니?""",0," ""어따"""," ""얻다"""," ""물건을 [얻다] 두었니?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
780,781,"""어따 쓰려고 가져간 거야?"""," ""얻다 쓰려고 가져간 거야?""",0," ""어따"""," ""얻다"""," ""[얻다] 쓰려고 가져간 거야?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
781,782,"""핸드폰을 어따 둔 거지?"""," ""핸드폰을 얻다 둔 거지?""",0," ""어따"""," ""얻다"""," ""핸드폰을 [얻다] 둔 거지?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
782,783,"""핸드폰을 어따 둔 거지?"""," ""핸드폰을 얻다 둔 거지?""",0," ""어따"""," ""얻다"""," ""핸드폰을 [얻다] 둔 거지?""",3," '얻다'는 '어디에다'가 줄어든 말로, '어따 대고'라고 쓰면 안 된다."
